id,year,week,positive_rate,t1,t2,volume,seasonindicator,bsweight,intervolume,cpl,vw,tmprate
201140,2011,40,0.0333,0,0,0.348128854,0,140,0.29527221600000003,1.0,0.0,3.33
201141,2011,41,0.0,0,0,0.343529362,0,140,0.29527221600000003,1.0,0.0,0
201142,2011,42,0.0,0,0,0.341558152,0,140,0.29527221600000003,1.0,0.0,0
201143,2011,43,0.0,0,0,0.341558152,0,140,0.29527221600000003,1.0,0.0,0
201144,2011,44,0.0,0,0,0.34318461899999997,0,140,0.272087967,1.0,0.0,0
201145,2011,45,0.0,0,0,0.348389315,0,140,0.272087967,1.0,0.0,0
201146,2011,46,0.0,0,0,0.35261813,0,140,0.272087967,1.0,0.0,0
201147,2011,47,0.0,0,0,0.352943423,0,140,0.272087967,1.0,0.0,0
201148,2011,48,0.0385,0,0,0.35237740100000003,0,140,0.304078843,1.0,0.283867265,3.85
201149,2011,49,0.0408,0,0,0.348320911,0,140,0.304078843,1.0,0.293300595,4.08
201150,2011,50,0.0189,0,0,0.34398140899999996,1,140,0.304078843,1.0,0.30339206399999996,1.89
201151,2011,51,0.0227,0,0,0.34303804,1,140,0.304078843,1.0,0.305585861,2.27
201152,2011,52,0.0,0,0,0.34303804,1,140,0.304078843,1.0,0.305585861,0
201201,2012,1,0.0556,0,0,0.33705571100000004,1,140,0.285747667,1.0,0.290034112,5.56
201202,2012,2,0.057699999999999994,0,0,0.336919966,1,140,0.285747667,1.0,0.287135667,5.77
201203,2012,3,0.057699999999999994,0,0,0.336842397,1,140,0.285747667,1.0,0.285479413,5.77
201204,2012,4,0.0426,0,0,0.336842397,1,140,0.285747667,1.0,0.285479413,4.26
201205,2012,5,0.125,0,0,0.33932135,1,140,0.253870955,1.0,0.284112282,12.5
201206,2012,6,0.2642,0,0,0.35072453299999995,1,140,0.253870955,1.0,0.277823477,26.42
201207,2012,7,0.20829999999999999,0,0,0.36138403,1,140,0.253870955,1.0,0.271944811,20.83
201208,2012,8,0.3208,0,0,0.36287140100000004,1,140,0.253870955,1.0,0.271124532,32.08
201209,2012,9,0.24489999999999998,0,0,0.361417273,1,140,0.31187999,1.0,0.273436685,24.49
201210,2012,10,0.5733,0,0,0.350996023,1,140,0.31187999,1.0,0.290007112,57.33
201211,2012,11,0.5,0,0,0.339847709,1,140,0.31187999,1.0,0.307733616,50
201212,2012,12,0.3019,0,0,0.33742416299999994,1,140,0.31187999,1.0,0.311587204,30.19
201213,2012,13,0.23399999999999999,0,0,0.33742416299999994,1,140,0.31187999,1.0,0.311587204,23.4
201214,2012,14,0.125,0,0,0.34002271700000003,1,140,0.303713583,1.0,0.31210868199999997,12.5
201215,2012,15,0.0645,0,0,0.344570186,1,140,0.303713583,1.0,0.313021268,6.45
201216,2012,16,0.10529999999999999,0,0,0.34716874,0,140,0.303713583,1.0,0.0,10.53
201217,2012,17,0.1613,0,0,0.34716874,0,140,0.303713583,1.0,0.0,16.13
201218,2012,18,0.048799999999999996,0,0,0.34544422,0,140,0.30902989399999997,1.0,0.0,4.88
201219,2012,19,0.2857,0,0,0.339925756,0,140,0.30902989399999997,1.0,0.0,28.57
201220,2012,20,0.12,0,0,0.33544200399999996,0,140,0.30902989399999997,1.0,0.0,12
201221,2012,21,0.0,0,0,0.3350971,0,140,0.30902989399999997,1.0,0.0,0
201222,2012,22,0.05,0,0,0.335424828,0,140,0.338136185,1.0,0.0,5
201223,2012,23,0.0667,0,0,0.33968529299999994,0,140,0.338136185,1.0,0.0,6.67
201224,2012,24,0.0313,0,0,0.344928942,0,140,0.338136185,1.0,0.0,3.13
201225,2012,25,0.0,0,0,0.34656758200000004,0,140,0.338136185,1.0,0.0,0
201226,2012,26,0.0,0,0,0.34656758200000004,0,140,0.338136185,1.0,0.0,0
201227,2012,27,0.0,0,0,0.34350878700000004,0,140,0.36909853600000003,1.0,0.0,0
201228,2012,28,0.0,0,0,0.338155895,0,140,0.36909853600000003,1.0,0.0,0
201229,2012,29,0.0,0,0,0.3350971,0,140,0.36909853600000003,1.0,0.0,0
201230,2012,30,0.0513,0,0,0.3350971,0,140,0.36909853600000003,1.0,0.0,5.13
201231,2012,31,0.6124,0,0,0.335207912,0,140,0.360675882,1.0,0.0,61.24
201232,2012,32,0.2348,0,0,0.33571765,0,140,0.360675882,1.0,0.0,23.48
201233,2012,33,0.0,0,0,0.336194144,0,140,0.360675882,1.0,0.0,0
201234,2012,34,0.0,0,0,0.33626063100000003,0,140,0.360675882,1.0,0.0,0
201235,2012,35,0.0,0,0,0.336375969,0,140,0.297813563,1.0,0.0,0
201236,2012,36,0.0,0,0,0.340297439,0,140,0.297813563,1.0,0.0,0
201237,2012,37,0.0,0,0,0.345948971,0,140,0.297813563,1.0,0.0,0
201238,2012,38,0.0192,0,0,0.348371056,0,140,0.297813563,1.0,0.0,1.92
201239,2012,39,0.0339,0,0,0.348371056,0,140,0.297813563,1.0,0.0,3.39
201240,2012,40,0.0,0,0,0.344959969,0,140,0.28901965399999996,1.0,0.0,0
201241,2012,41,0.0208,0,0,0.33700076700000003,0,140,0.28901965399999996,1.0,0.0,2.08
201242,2012,42,0.0189,0,0,0.331478055,0,140,0.28901965399999996,1.0,0.0,1.89
201243,2012,43,0.0435,0,0,0.331315622,0,140,0.28901965399999996,1.0,0.0,4.35
