id,year,week,positive_rate,indicator,t2,volume,vw
201140,2011,40,0.0103383,0,0,0.3481288542784287,0.0
201141,2011,41,0.00572979,0,0,0.34352936235912346,0.0
201142,2011,42,0.00817518,0,0,0.341558151536564,0.0
201143,2011,43,0.011736499999999999,0,0,0.341558151536564,0.0
201144,2011,44,0.00957055,0,0,0.34318461892483354,0.0
201145,2011,45,0.011326899999999999,0,0,0.34838931456729544,0.0
201146,2011,46,0.00960699,0,0,0.35261812977679574,0.0
201147,2011,47,0.0182571,0,0,0.3529434232544496,0.0
201148,2011,48,0.0154209,1,0,0.3523774013279948,0.2838672648361077
201149,2011,49,0.0229299,1,0,0.34832091085506806,0.2933005946866388
201150,2011,50,0.027109699999999997,1,0,0.34398140941891375,0.3033920638290675
201151,2011,51,0.038245,1,0,0.3430380395414889,0.3055858614687259
201152,2011,52,0.0332724,1,0,0.3430380395414889,0.3055858614687259
201201,2012,1,0.0321617,1,0,0.33705571116891136,0.29003411241776206
201202,2012,2,0.043999300000000005,1,0,0.33691996581604416,0.2871356674643218
201203,2012,3,0.059657,1,0,0.3368423970429773,0.2854794132052131
201204,2012,4,0.0809932,1,0,0.3368423970429773,0.2854794132052131
201205,2012,5,0.10878299999999999,1,0,0.33932134982756584,0.2841122816589527
201206,2012,6,0.12615,1,0,0.3507245326366728,0.2778234765461552
201207,2012,7,0.148397,1,0,0.36138402961040317,0.27194481089723577
201208,2012,8,0.189968,1,0,0.3628714012811563,0.27112453196947955
201209,2012,9,0.23818499999999998,1,0,0.36141727337028906,0.2734366846596567
201210,2012,10,0.28183,1,0,0.3509960233424069,0.290007112272593
201211,2012,11,0.307187,1,0,0.3398477093590912,0.30773361623061785
201212,2012,12,0.27526999999999996,1,0,0.3374241628409791,0.31158720404757984
201213,2012,13,0.21556999999999998,1,0,0.3374241628409791,0.31158720404757984
201214,2012,14,0.22076199999999999,1,0,0.34002271673872003,0.312108681843086
201215,2012,15,0.204473,1,0,0.3445701860597665,0.3130212679852217
201216,2012,16,0.20636300000000002,0,0,0.3471687399575074,0.0
201217,2012,17,0.172691,0,0,0.3471687399575074,0.0
201218,2012,18,0.159885,0,0,0.34544421991343105,0.0
201219,2012,19,0.151687,0,0,0.33992575577238643,0.0
201220,2012,20,0.133298,0,0,0.33544200365778776,0.0
201221,2012,21,0.11155799999999999,0,0,0.33509709964897244,0.0
201222,2012,22,0.109053,0,0,0.33542482771518006,0.0
201223,2012,23,0.0959083,0,0,0.339685292575879,0.0
201224,2012,24,0.09972389999999999,0,0,0.3449289416352009,0.0
201225,2012,25,0.06761569999999999,0,0,0.34656758196623894,0.0
201226,2012,26,0.0674058,0,0,0.34656758196623894,0.0
201227,2012,27,0.047208099999999996,0,0,0.3435087866816345,0.0
201228,2012,28,0.045808999999999996,0,0,0.33815589493357684,0.0
201229,2012,29,0.036666699999999997,0,0,0.33509709964897244,0.0
201230,2012,30,0.0512695,0,0,0.33509709964897244,0.0
201231,2012,31,0.0948635,0,0,0.3352079121819251,0.0
201232,2012,32,0.07541410000000001,0,0,0.33571764983350744,0.0
